"book_name","book_price","book_store","book_author"
"【中商原版】罗宾汉的快乐历险记 英文原版 The Merry Adventures of Robin Hood How","¥25.00","中华商务进口图书旗舰店","Howard Pyle"
"Art of War (Wordsworth Classics) 孙子兵法 9781853267796","¥31.30","","Sun-tzu 等著"
"THE AGE OF INNOCENCE","¥14.70","","Edith Wharton 著"
"卡尔马克思：纽约每日论坛报通讯稿 英文原版 Dispatches for the ""New York Tribune""","¥68.00","中华商务进口图书旗舰店","Karl Marx"
"TREASURE ISLAND金银岛(ISBN=9780553212495) Robert Louis Stevens全新正版进口图书","¥20.00","阳光润禾图书专营店","Robert Louis Stevenson"
"Hamlet哈姆雷特","¥22.00","","William Shakespeare 著"
"A WALK TO REMEMBER","¥30.80","","Nicholas Sparks 著"
"[英文原版] Scarlet Letter 红字 纳撒尼尔·霍桑 Wordsworth","¥23.00","中华商务进口图书旗舰店","Nathaniel Hawthorne,"
"Ulysses2147483647","¥70.00","上海外文书店旗舰店","James Joyce"
"多利安的短故事 英文原版 The Picture of Dorian Gray and Three Stories O","¥21.00","中华商务进口图书旗舰店","Oscar Wilde"
"柯林斯经典文学：艾格妮丝·格雷 英文原版 Agnes Grey (Collins Classics) Anne Bro","¥21.00","中华商务进口图书旗舰店","Anne Bront?"
"【中商原版】陀思妥耶夫斯基：地下室手记 英文原版 经典文学 Notes From Underground F. M.地下笔记 英文原版","¥21.00","中华商务进口图书旗舰店","F. M. Dostoevsky"
"Harry Potter and the Cursed Child 哈利波特与被诅咒的孩子【英文原版 美国版、正统续作进口美国版 Harry Potter and the Cursed Child - Parts One & Two (Special Rehearsal Edition): Parts I & II:","¥108.22","中国学术书店","J.K. Rowling"
"Papa, Please Get the Moon for Me 爸爸，我要月亮【英文原版童书 纸板书 廖彩杏书单】","¥53.38","中国学术书店","Eric Carle"
"【中商原版】索尔仁尼琴：杏子酱及其它故事 英文原版 Apricot Jam and Other Stories 当代文","¥94.00","中华商务进口图书旗舰店","Aleksandr Solzhenitsyn"
"铁路边的孩子们 英文原版TheRailwayChildren(CollinsClassics)","¥20.80","上海外文书店旗舰店","E. Nesbit"
"大胆的在山上告Go Tell It On The Mountain","¥35.20","","James Baldwin 著"
"【英文原版】The Fountainhead.","¥75.00","中华商务进口图书旗舰店","安·兰德(Ayn Rand)"
"【中商原版】五十大美国短篇小说 英文原版 经典文学 50 Great American Short Stories M","¥40.00","中华商务进口图书旗舰店","["
"【中商原版】[英文原版]Leaves of Grass/ Whitman, Walter/Bantam Doubled","¥40.00","中华商务进口图书旗舰店","Walt Whitman"
"英文原版 Harry Potter and the Goblet of Fire 哈利波特与火焰杯 第四部新书到货，限时优惠！","¥72.00","中国进口图书旗舰店","J.K.Rowling"
"[英文原版]The Best Short Stories (Classics Library) Paperback","¥21.00","中华商务进口图书旗舰店","Guy de Maupassant"
"遇见你之前英文原版 Me Before You: A Novel (Movie Tie-In)2147483647","¥55.00","上海外文书店旗舰店","Jojo Moyes"
"迷上自然拼读学习阅读：K级1【现货】英文原版童书Hooked on Phonics Learn to Read Kin","¥175.00","中国学术书店","Hooked On Phonics."
"Life-Changing Magic: A Journal: Spark Joy Every Day怦然心动的人生整2147483647","¥95.00","上海外文书店旗舰店","Marie Kondo"
"英文原版The Sense of an Ending，终结的感觉","¥36.00","中国学术书店","Varios"
"The Age of Innocence","¥19.70","","Edith Wharton 著"
"A Moveable Feast ISBN=9780099909408","¥51.00","","Ernest Hemingway 著"
"阿加莎 Postern of Fate2147483647","¥35.00","上海外文书店旗舰店","Agatha Christie"
"华研原版 但丁神曲3天堂篇 The Paradiso 经典世界名著 全英文原版小说 进口英语书籍 全英文版便携版 附插图","¥39.00","华研外语旗舰店","Dante Alighieri"
"Kite Runner 追风筝的人【英文原版经典名著 卡勒德.胡赛尼 灿烂千阳 群山回唱作者 当代文学小说】","¥43.00","中国学术书店","Khaled Hosseini"
"英文原版The Norton Anthology of American Literature: 6e Shorter","¥138.00","中国学术书店","Judith Tanka"
"The Knight at Dawn (Magic Tree House, No. 2)神奇树屋2：迷雾中的骑士 英文2147483647","¥30.00","上海外文书店旗舰店","Mary Pope Osborne"
"英文原版 Great Expectations 远大前程 狄更斯 世界经典名著2147483647","¥20.80","上海外文书店旗舰店","暂无"
"英文原版The Razor’s Edge，刀锋[平装]，ISBN=9781400034208","¥78.00","中国学术书店","W. Somerset Maugham"
"Wuthering Heights(ISBN=9780141439556)","¥27.00","","Emily Bronte 著"
"英文原版 皮特猫 Pete the Cat 皮特猫 I CAN READ系列 8册套装2147483647","¥168.00","上海外文书店旗舰店","暂无"
"NO COUNTRY FOR OLD MEN (MTI)(ISBN=9780307387134)","¥65.00","","Cormac McCarthy 著"
"AGE OF INNOCENCE, THE(ISBN=9780553214505)","¥25.50","","Edith Wharton（伊迪丝·华顿） 著"
"Norton Anth of English Literature 8e Vol B (ISBN=9780393927","¥215.90","","Stephen Greenblatt 著"
"英文原版Love in the Time of Cholera，霍乱时期的爱情[平装]，ISBN=9780307389","¥98.00","中国学术书店","Gabriel Garcia Marquez"
"英文原版Modern Classics Wind Sand and Stars现代经典风沙与星辰","¥69.00","中国学术书店","Antoine De Saint-exupery"
"Flower Fairies of the Spring [ISBN: 978-0723259923]美国发货无法退货，约五到八周到货","¥79.00","中国学术书店","Cicely Mary Barker"
"宝宝塔书【现货】英文原版童书 BABY’S BOOK TOWER 培养宝宝行为习惯 幼儿入门启蒙 亲子读物Baby's Book Tower: Four Mini Board Books ( Leslie Patricelli Board Books )","¥77.00","中国学术书店","Leslie Patricelli"
"Key Words for Cambridge English First: FCE (Collins Cambrid2147483647","¥110.00","上海外文书店旗舰店","暂无"
"CASTLE IN THE FOREST, THE(ISBN=9780812978490) 英文原版","¥51.60","","Norman Mailer 著"
"East of Eden伊甸园东 英文原版2147483647","¥55.00","上海外文书店旗舰店","John Steinbeck"
"The Willpower Instinct: How Self-Control Works, Why It Matt2147483647","¥82.00","上海外文书店旗舰店","暂无"
"FALL OF TROY, THE（ISBN=9780307386496） 英文原版","¥50.31","",""
"DEATH IN VENICE & OTHER STORIE（死于威尼斯）(ISBN=9780553213331)","¥25.50","","Thomas Mann 著"
"Balzac and the Little Chinese Seamsterss 巴尔扎克与中国小裁缝(ISBN=97","¥79.00","","Dai Sijie 编"
"FORTRESS BESIEGED 围城 9780141187860","¥59.80","","Qian Zhongshu 著"
"The Rainbow (Wordsworth Classics)【英文原版】彩虹(劳伦斯)","¥28.00","中国学术书店","D. H. Lawrence"
"The Story of the Stone,Vol.2 红楼梦 2 9780140443264","¥83.60","","Cao Xueqin，David Hawkes， 著"
"De Profundis 狱中记","¥19.00","中国进口图书旗舰店","奥斯卡?王尔德 (Oscar Wilde)"
"罗密欧与朱丽叶 Romeo and Juliet","¥19.80","","William Shakespeare 著"
"The Complete Plays of Sophocles古希腊悲剧家索福克勒斯戏剧全集","¥17.60","","Sophocles 著"
"PURGATORIO（但丁神曲《炼狱》）（ISBN=9780553213447）","¥24.00","","Dante Alighieri 著"
"[英文原版]The Red and the Black (Signet Classics) 红与黑 司汤达 名著","¥25.00","中华商务进口图书旗舰店","eates, Jonatha"
"DON QUIXOTE 唐吉诃德","¥15.00","","Miguel de Cervantes Saavedra 等著"
"Four Great Tragedies 莎士比亚四大悲剧","¥15.00","","William Shakespeare 著"
"WOMEN IN LOVE(ISBN=9780553214543)","¥12.00","","D.H. Lawrence 编"
"诺顿英国文学选集 第八版 卷一 B 16世纪/17世纪早期The Norton Anthology of Englis","¥130.20","","Stephen Greenblatt 著"
"PRINCE AND PAUPER 王子与贫儿","¥15.00","","Mark Twain 著"
"Angels And Demons: (Robert Langdon Book 1) 天使与魔鬼 达芬奇密码前传【英文","¥45.00","中国学术书店","Dan Brown"
"绿荫下 英文原版UndertheGreenwoodTree","¥20.80","上海外文书店旗舰店","Thomas Hardy"
"PUDD'NHEAD WILSON(ISBN=9780812966220) 英文原版","¥40.56","","Mark Twain 著"
"The Nonexistent Knight and The Cloven Viscount【英文原版】不存在的骑士和","¥78.12","中国学术书店","Italo Calvino"
"诺顿英国文学选集 第八版 第二卷 浪漫主义时期至20世纪The Norton Anthology of English","¥308.00","","Stephen Greenblatt 著"
"The Silkworm《蚕》J-K罗琳仍以“罗伯特·加尔布雷思”的化名，推出该侦探推理系列第二部《蚕》。这部被评价为","¥124.20","","Robert Galbraith 著"
"GREAT EXPECTATIONS（狄更斯作品《远大前程》）（ISBN=9780375757013）","¥39.00","","Charles Dickens 著"
"Harvard Business Essentials: Performance Management 管理员工表现(","¥96.00","中国学术书店","Harvard Business School Press"
"The Great Tradition in English Literature (Modern Reader Pa美国发货无法退货，约五到八周到货","¥434.00","中国学术书店","Annette Rubinstein"
"A Farewell to Arms: The Special Edition 永别了，武器：特别版【英文原版 】","¥36.00","中国学术书店","Ernest Hemingway"
"Twilight Journals Hardback 暮光之城电影日记 当当5星级英文学习产品","¥124.20","","Stephenie Meyer"
"A MIDSUMMER NIGHT'S DREAM （仲夏夜之梦）(ISBN=9780553213003)","¥21.50","","William Shakespeare 著"
"【中商原版】英文原版 Collins Classics: Tender is the Night 柯林斯经典文学：夜色","¥21.00","中华商务进口图书旗舰店","F. Scott Fitzgerald"
"HUMAN STAIN, THE(ISBN=9780375726347)","¥62.10","","Philip Roth 著"
"儿子和情人：SONS AND LOVERS","¥18.80","","D.H. Lawrence 著"
"英文原版The norton anthology of american literature,7e volume E","¥98.00","中国学术书店","Nina Baym"
"Tarzan of the Apes(Signet Classic) 人猿泰山","¥17.40","","Edgar Rice Burroughs 著"
"Around World in 80 Days 环游世界80天","¥15.00","","Jules Verne 著"
"THE POEMS诗集","¥17.60","","William Shakespeare 著"
"The Stand 斯蒂芬·金:末日逼近","¥52.80","","Stephen King 著"
"100 Selected Stories (Wordsworth Classics) 欧·亨利100个精选故事 978","¥17.60","",""
"汤姆·索亚历险记 Adventures of Tom Sawyer","¥54.50","","Mark Twain 著"
"【中商原版】【英文原版】The Adventures of Augie March (Penguin Modern C","¥106.00","中华商务进口图书旗舰店","Saul Bellow"
"OF HUMAN BONDAGE(ISBN=9780375753152)","¥61.80","","W. Somerset Maugham 著"
"英文原版 时间简史 A Brief History of Time","¥78.00","北京市外文书店原版图书旗舰店","Hawking,Stephe"
"英文原版A Farewell to Arms永别了，武器,ISBN=9780099910107","¥43.00","中国学术书店","Ernest Hemingway"
"FAR FROM THE MADDING CROWD《远离尘嚣》（ISBN=9780553213317）","¥25.50","","Thomas Hardy 著"
"IN BETWEEN THE SHEETS(ISBN=9780679749837)","¥54.50","","Ian McEwan 著"
"The Angel's Game 天使游戏","¥61.60","","Carlos Ruiz Zafón 著"
"Tonight on the Titanic2147483647","¥30.00","上海外文书店旗舰店","Mary Pope Osborne"
"Emma 艾玛 9780553212730","¥15.80","","Jane Austen 著"
"Republic by Plato 理想国","¥15.00","","Plato 著"
"英文原版Darksiders: The Abomination Vault，暗黑血统:憎恨之苍穹，ISBN=97803","¥78.00","中国学术书店","Ari Marmell"
"A MIDSUMMER NIGHT'S DREAM（仲夏夜之梦）(ISBN=9780812969122)","¥26.00","","William Shakespeare 著"
"The Tales of Beedle the Bard, Collector's Edition 游唱诗人比多故事集","¥54.00","","J. K. Rowling 著"
"The Castle 城堡","¥57.20","","弗兰兹·卡夫卡 著"
"BEND IN THE RIVER, A(ISBN=9780679722021)","¥58.50","","V. S. Naipaul 著"
"Pride and Prejudice (movie tie-in)(ISBN=9780143036234)","¥56.40","","Jane Austen 著"
"【中商原版】红色勇气徽章 英文原版 The Red Badge of Courage 英文文学 Stephen Cra","¥17.00","中华商务进口图书旗舰店","Stephen Crane"
"【中商原版】39条线索8：帝皇密码 英文原版 The 39 Clues 8/Gordon Korman 文学小说","¥40.00","中华商务进口图书旗舰店","Gordon Korman"
"【中商原版】39条线索3：菊花刀客 英文原版 The 39 Clues 3 文学小说 Peter Lerangis","¥42.00","中华商务进口图书旗舰店","Peter Lerangis"
"【中商原版】39条线索4：古墓奇符 英文原版 The 39 Clues 4/Jude Watson 文学小说","¥40.00","中华商务进口图书旗舰店","Jude Watson"
"We Were Liars 我们都是骗子 E. Lockhart 9780385390095全新正版进口图书","¥78.00","阳光润禾图书专营店","E. Lockhart"
"英文原版 清醒思考的艺术 Art of Thinking Clearly2147483647","¥65.00","上海外文书店旗舰店","Rolf Dobelli"
"【中商原版】约翰·勒卡雷小说：召唤死者 英文原版 Call for the Dead: A George Smiley","¥102.00","中华商务进口图书旗舰店","John le Carre"
"Catching Fire: Foil Edition2147483647","¥75.00","上海外文书店旗舰店","Suzanne Collins"
"COMFORT OF STRANGERS, THE(ISBN=9780679749844)","¥60.50","","Ian McEwan 编"
"The Jungle (100th Anniversary Edition)","¥10.20","","Upton Sinclair 著"
"SISTER CARRIE（ISBN=9780553213744）","¥26.00","","Theodore Dreiser 著"
"Complete Poems of Emily Dickinson, The","¥94.50","",""
"WALDEN (王尔德 经典文学 当当网5星级英文学习产品（ISBN=9780807014257）)","¥42.80","","Henry David Thoreau ，Bill McKibben 编·"
"【中商原版】英文原版 Don Quixote 唐吉诃德","¥115.00","中华商务进口图书旗舰店","Miguel de Cervantes"
"[英文原版]The Ethics of Psychoanalysis: The Seminar of Jacques","¥145.00","中华商务进口图书旗舰店","Jacques Lacan"
"【中商原版】口袋经典：马尔特·劳里兹·布里格手记 英文原版 Pocket Classic：The Notebooks","¥51.00","中华商务进口图书旗舰店","Rainer Maria Rilke"
"【中商原版】给年轻诗人的信 英文原版 Letters to a Young Poet Rainer Maria Ril给年轻诗人的信 英文原版","¥68.00","中华商务进口图书旗舰店","Rainer Maria Rilke"
"口袋经典：好兵帅克 英文原版 Pocket Classic：The Good Soldier ?vejk 平装 英文原","¥77.00","中华商务进口图书旗舰店","Jaroslav Ha?ek"
"Chronicles: Art & Design 霍比特人2:史矛革之战 设定集【 英文原版 编年史:艺术设计电影官方","¥109.00","中国学术书店","Daniel Falconer"
"【中商原版】欢乐之家 英文原版 Signet Classics: The House of Mirth Edith W","¥25.00","中华商务进口图书旗舰店","Edith Wharton"
"英文原版The Hitchhiker’s Guide to the Galaxy，银河系漫游指南","¥93.00","中国学术书店","Douglas Adams"
"CHILD IN TIME, THE(ISBN=9780385497527)","¥58.10","","Ian McEwan 著"
"The Good Earth ISBN9781416500186","¥30.40","","Pearl S. Buck 著"
"The Sense of an Ending 终结的感觉 英文版原版 巴恩斯","¥86.00","中华商务进口图书旗舰店","Barnes, Julian"
"【中商原版】林中漫步 电影版 英文原版 A Walk in the Woods 旅游文学 比尔 布莱森 英文版书Bil","¥85.00","中华商务进口图书旗舰店","Bill Bryson"
"Doctor Strange: Strange Origin 奇异博士:奇异的起源【英文原版 漫威】","¥112.00","中国学术书店","Greg Pak"
"【中商原版】大街 英文原版 Signet Classics: Main Street 英文英语文学作品 Sinclai","¥25.00","中华商务进口图书旗舰店","Sinclair Lewis"
"Cranford英文原版 柯林斯经典文学：克兰弗德 Elizabeth Cleghorn Gaskell","¥22.00","中华商务进口图书旗舰店","Elizabeth Cleghorn Gaskell"
"The Norton Reader: An Anthology of Nonfiction (Thirteenth E美国发货无法退货，约五到八周到货","¥596.00","中国学术书店","Linda Peterson"
"英文原版 Kinfolk Volume 9 Williams, Nathan Simon and Schuster 四四季杂志 英文原版","¥78.00","中华商务进口图书旗舰店","Kinfolk"
"FIRST LOVE, LAST RITES(ISBN=9780679750192)","¥50.40","","Ian McEwan 编"
"柯林斯经典文学：泰戈尔诗歌选 英文原版 Collins Classics: Selected Poems Of Rab柯林斯经典文学：泰戈尔诗歌选 英文原版","¥25.00","中华商务进口图书旗舰店","Rabindranath Tagore"
"CAKES AND ALE(ISBN=9780375725029)","¥58.10","","W. Somerset Maugham 著"
"HOUSE FOR MR. BISWAS, A(ISBN=9780375707162)","¥62.10","","V.S. Naipaul 著"
"八十天环游世界 英文原版 Around The World In Eighty Days","¥26.00","中华商务进口图书旗舰店","Jules Verne"
"13 Reasons Why，十三个理由 同名美剧原著小说 Jay Asher作品 英文原版善本图书 汇聚全球出版物，让阅读改变生活！","¥61.00","善本图书旗舰店","Jay Asher"
"厄舍的倒塌 英文原版TheFalloftheHouseofUsherandOtherTales","¥29.80","上海外文书店旗舰店","Edgar Allan Poe"
"Bantam Classics: The Complete Plays of Aristophanes ISBN:97","¥15.00","北京市图书进出口有限公司（bpiec）旗舰店","Aristophanes"
"SUMMER(ISBN=9780553214222)","¥23.40","","Edith Wharton（伊迪丝·华顿） 著"
"比斯瓦思先生的房子【英文原版】A House for Mr. Biswas","¥101.00","中华商务进口图书旗舰店","NAIPAUL, V.S."
"AGE OF INNOCENCE, THE(ISBN=9780307268204)","¥99.50","","Edith Wharton ，Peter Washington 编"
"The Complete Poems of D.H.Lawrence ISBN 9781853264177","¥49.30","","D. H. Lawrence 著"
"【中商原版】罗素：社会契约论 英文原版 Of The Social Contract and Other Politi","¥68.00","中华商务进口图书旗舰店","Jean-Jacques Rousseau"
"宫崎骏龙猫 The Art of My Neighbor Totoro","¥258.00","中国进口图书旗舰店","Hayao Miyazaki"
"【中商原版】[英文原版]The Psychology of Love 爱的心理","¥72.00","中华商务进口图书旗舰店","[""Sigmund Freud""]"
"[英文原版]Start-Up Nation: The Story of Israel's Economic Mirac","¥58.00","中华商务进口图书旗舰店",""
"冰与火之歌 英文原版 A Storm of Swords: Part 1 Steel and Snow (Reissu2147483647","¥70.00","上海外文书店旗舰店","George R. R. Martin"
"信号与噪声【现货】英文原版 The Signal and the Noise，信号与噪声","¥45.00","中国学术书店","Nate Silver"
"英文原版Memoirs of a Geisha: A Novel，艺伎回忆录[平装]小说","¥93.00","中国学术书店","Arthur Golden"
"The Secret Garden【英文原版】秘密花园","¥18.82","中国学术书店","Frances Hodgson Burnett"
"英文原版儿童书 The Broken Ear 丁丁历险记·破损的耳朵（特别版）","¥55.00","中国进口图书旗舰店","暂无作者信息"
"迷上自然拼读学习阅读：4-6岁学前【现货】英文原版童书Amazon Exclusive Hooked on Phoni","¥375.63","中国学术书店","Hooked On Phonics"
"A THOUSAND SPLENDID SUNS 灿烂千阳【英文原版 卡勒德胡赛尼著追风筝的人作者作品】","¥29.50","中国学术书店","Khaled Hosseini"
"To Kill a Mockingbird 杀死一只知更鸟【英文原版 哈珀李代表作 普利策小说奖 50周年纪念版 青少讲述了白人律师芬奇不顾种族歧视的社会问题以及个人安危，坚持为一名被控强奸白人妇女的黑人进行辩护的故事。1962年12月25日，影片在美国上映。1963年，格利高里·派克凭借该片获得第35届奥斯卡奖","¥48.95","中国学术书店","Harper Lee"
"The House of Silk: A Sherlock Holmes Novel 丝之屋【英文原版 安东尼·赫洛维","¥36.00","中国学术书店","Anthony Horowitz"
"Peter Pan Read-Along Storybook and CD小飞侠彼得潘 英文原版2147483647","¥50.00","上海外文书店旗舰店","暂无"
"Signet Classics: Four Great Tragedies Hamlet; Macbeth; King","¥15.00","北京市外文书店原版图书旗舰店","Shakespeare"
"Dork Diaries Box Set (Ten Books Inside!): Dork Diaries; Dor2147483647","¥900.00","上海外文书店旗舰店","Rachel Renée Russell"
"Tipping the Velvet小费的天鹅绒 英文原版2147483647","¥80.00","上海外文书店旗舰店","Sarah Waters"
"Pursuit Happyness 当幸福来敲门","¥96.80","","Chris Gardner 著"
"At Freddie's（ISBN=9780395956182）","¥72.00","","Penelope Fitzgerald 著"
"Forster E.M. : Room with A View & Howards End (Sc)《看得见风景的房间2147483647","¥29.80","上海外文书店旗舰店","E. M. Forster"
"The Works of Robert Browning (Wordsworth Poetry) 罗伯特·伯朗宁诗歌集","¥42.20","","Robert Browning 著"
"【中商原版】[英文原版]The Big Sleep and Other Novels (Penguin Modern","¥80.00","中华商务进口图书旗舰店","Raymond Chandler"
"Norton Anth of English Literature 8e Vol E (ISBN=9780393927","¥215.90","","Stephen Greenblatt 著"
"Life and Death Are Wearing Me Out: A Novel美国发货无法退货，约五到八周到货","¥141.00","中国学术书店","Mo Yan,Howard Goldblatt"
"无人生还 阿加莎侦探小说【现货】英文原版 And Then There Were None 无人生还 阿加莎侦探小说","¥39.00","中国学术书店","Agatha Christie"
"To the Lighthouse (Collins Classics)2147483647","¥29.80","上海外文书店旗舰店","Virginia Woolf"
"On the Road2147483647","¥55.00","上海外文书店旗舰店","Jack Kerouac"
"LOVE(ISBN=9781400078479)","¥72.60","","Toni Morrison 著"
"Four Plays by Eugene O'Neill","¥17.70","","Eugene O Neill 著"
"【预订】The Call of Cthulhu and Other Weird Stories美国库房发货，通常付款后3-5周到货！","¥132.00","中国进口图书旗舰店","H. P. Lovecraft,S. T.Joshi"
"Beowulf (Signet Classic)贝奥武夫","¥13.00","","Anonymous 著，Burton Raffel 译"
"Cyrano De Bergerac 大鼻子情圣","¥13.00","","Edmond Rostand 著"
"英文原版Three Act Tragedy，三幕悲剧(阿加莎侦探小说)，ISBN=9780007120901","¥37.00","中国学术书店","Agatha Christie"
"Brothers Karamazov 卡拉马佐夫兄弟们","¥140.80","","Fyodor Dostoyevsky 著"
"柯林斯经典文学：包法利夫人 英文原版 Madam Bovary Gustave Flaubert Collins uk","¥25.00","中华商务进口图书旗舰店","Gustave Flaubert"
"Penguin Modern Classics: Howl, Kaddish and Other Poems ISBN","¥52.00","北京市外文书店原版图书旗舰店","Allen Ginsberg"
"Shakespeare's Sonnets and Poems 莎士比亚十四行诗与诗歌","¥22.00","","本社 编著"
"日文原版现货 妖怪萬画 (第1巻 妖怪たちの競演編) 和田京子 艺术设计书籍","¥150.00","菲菲艺术旗舰店","青幻舎"
"The Canterbury Tales (Penjuin Classics) 坎特伯雷故事集","¥53.70","","Peter Ackroyd 改编"
"Golden Bowl(Wordsworth Classics)金碗 9781840224320","¥17.60","","Henry James 著"
"Evil Under the Sun 阳光下的罪恶【英文原版 阿加莎侦探小说】","¥37.00","中国学术书店","Agatha Christie"
"THE ADVENTURES OF TOM SAWYER (汤姆索亚历险记 当当网5星级英文学习产品 (ISBN=97","¥21.40","","Mark Twain 著"
"英文原版 The Shipping Man","¥122.00","中国学术书店","Matthew McCleery"
"The Twilight Companion： The Unauthorized Guide to the Serie","¥83.60","","Lois H. Gresh 著"
"Pere Goriot《高老头》","¥13.00","","Honore de Balzac 著"
"Ethan Frome (Wordsworth Classics)伊坦·弗洛美 9781840224085","¥12.00","","Edith Wharton 著"
"The Sorrow Gondola(ISBN=9781933382449) 英文原版","¥48.50","","Tomas Transtromer 编"
"Summer Brain Quest: Between Grades K & 1【英文原版】暑期大脑任务：幼儿园-1年","¥68.00","中国学术书店","Workman Publishing"
"Around the World in Eighty Days & Five Weeks in a Balloon (","¥18.70","","Jules Verne 著"
"BLEAK HOUSE《荒凉山庄》（ISBN=9780375760051）","¥51.50","","Charles Dickens 著"
"[现货]Bleak House 荒凉山庄 英文 经典小说[平装] 原版BLEAK HOUSE","¥18.00","中图上海进口图书旗舰店","Charles Dickens"
"CONFESSIONS OF FELIX KRULL(ISBN=9780679739043) 英文原版","¥51.60","","Thomas Mann 著"
"Looking Backward 2000-1887(Signet Classic)《回顾：2000-1887》","¥13.00","","Edward Bellamy 著"
"Poems by Robert Frost A Boys Will and North of Boston","¥13.00","","Robert Frost 著"
"The Journey to the West, Revised Edition, Volume 2 [ISBN: 9美国发货无法退货，约五到八周到货","¥261.00","中国学术书店","Anthony C. Yu"
"裸脸 英文原版TheNakedFace","¥55.00","上海外文书店旗舰店","Sidney Sheldon"
"Resurrection 托尔斯泰：复活 Tolstoy2147483647","¥20.80","上海外文书店旗舰店","Leo Tolstoy"
"英文原版 Charlie and the Chocolate Factory Colour Edition查理和巧克力全新正版进口图书","¥88.00","阳光润禾图书专营店","编写组"
"DR. JEKYLL AND MR. HYDE《化身博士》(ISBN=9780553212778)","¥15.30","","Robert Louis Stevenson 著"
"JULIUS CAESAR《裘力斯·凯撒》(ISBN=9780553212969)","¥21.50","","William Shakespeare 著"
"An American Tragedy (Signet Classics) 美国悲剧","¥15.80","","Theodore Dreiser 著"
"The Great Novels of Charles Dickens 狄更斯名著集 企鹅版平装套装 ISBN 978","¥429.70","","本社 编"
"De Profundis狱中记 9781840224016","¥17.60","","Oscar Wilde 著"
"鼠疫：加缪作品【现货】英文原版The Modern Classics Plague 企鹅现代经典 诺贝尔获得者Albe","¥38.00","中国学术书店","Albert Camus"
"The Journey to the West, Revised Edition, Volume 3 [ISBN: 9美国发货无法退货，约五到八周到货","¥261.00","中国学术书店","Anthony C. Yu"
"CHRISTMAS CAROL, A（ISBN=9780553212440）","¥15.30","","Charles Dickens 编"
"BECH AT BAY(ISBN=9780449004043) 英文原版","¥47.19","","John Updike 著"
"FiestaISBN:9780099908500","¥59.00","北京市图书进出口有限公司（bpiec）旗舰店","Hemingway,E"
"V字仇杀队 漫画书+电影面具 【现货】英文原版DC漫画V for Vendetta Deluxe V字仇杀队 电影主题","¥146.00","中国学术书店","Alan Moore"
"William Makepeace Thackeray 名利场 Barnes & Noble Classics ISB","¥63.20","","William Makepeace Thackeray 著"
"Hard Times(Wordsworth Classics)艰难时世 9781853262326","¥17.60","","Charles Dickens 著"
"【中商原版】隐身人英文原版小说 The Invisible Man 英文原版书 乔治·威尔斯Wells H.G.","¥32.00","中华商务进口图书旗舰店","H.G. Wells"
"英文原版The Norton Shakespeare: Based on the Oxford Edition，诺顿莎","¥130.00","中国学术书店","Stephen Greenblatt"
"英文原版Tender is the Night&The LastTycoon夜色温柔 后的大亨F. Scott Fit","¥23.00","中华商务进口图书旗舰店","F. Scott Fitzgerald"
"Nausea 9780141185491","¥59.80","","Jean-Paul Sartre 著"
"英文原版Great Expectations (A Norton Critical Edition)，远大前程（诺顿评","¥123.00","中国学术书店","Charles Dickens"
"Siddhartha 悉达多 (黑塞 著)(Penguin Modern Classics) Hermann Hess全新正版进口版图书","¥68.00","阳光润禾图书专营店","Hermann Hesse"
"The Hunchback of Notre-Dame","¥19.70","","Victor Hugo 著"
"Paradise Lost and Paradise Regained","¥17.70","","John Milton 著"
"The Metamorphosis and Other Stories 变形记及其他故事 Barnes & Noble","¥50.60","","Donna Freed 著"
"[英文原版]Sense and Sensibility by Jane Austen","¥40.00","中华商务进口图书旗舰店","[""Jane Austen""]"
"Don Quixote 唐吉诃德","¥114.40","","Miguel de Cervantes 著"
"【中商原版】我的男人 日文原版 私の男 樱庭一树 直木奖","¥75.00","中华商务进口图书旗舰店","桜庭 一樹"
"【中商原版】黑暗的心 英文原版 Heart of Darkness Joseph Conrad Penguin Cla","¥68.00","中华商务进口图书旗舰店","Joseph Conrad"
"【中商原版】玩偶大师以及其他恐怖故事 英文原版 Doll-Master and Other Tales of Terr","¥143.00","中华商务进口图书旗舰店","Joyce Carol Oates"
"【中商原版】经典美国自传 英文原版 Classic American Autobiographies","¥25.00","中华商务进口图书旗舰店","William L. Andrews"
"英文原版The Norton Anthology of English Literature第8版 Vol.A B C(英语) 平装，公认的英语专业学英美文学的必读书，英美文学爱好者的收藏品。ISBN=9780393928334","¥220.00","中国学术书店","Stephen Greenblatt"
"Anna Karenina (Centennial Edition)","¥10.20","","Leo Tolstoy 著"
"Carry and Learn Colors儿童认知启蒙纸板书 英文原版2147483647","¥50.00","上海外文书店旗舰店","Scholastic"
"Romance of the Three Kingdoms: v.2","¥158.40","","Lo Kuan-Chung 著"
"Fahrenheit 451 华氏451度【英文原版 当代科幻大师雷·布拉德伯里反乌托邦科幻小说】","¥38.86","中国学术书店","Ray Bradbury"
"What Money Can't Buy 【英文原版】金钱不能买什么/哪些金钱不能买","¥45.00","中国学术书店","Michael Sandel"
"【中商原版】英文原版 Great Love Poems 情诗精萃 Shane Weller Dover Publica","¥26.00","中华商务进口图书旗舰店","Shane Weller"
"英文原版Human Resource Champions: The Next Agenda for Adding Va","¥248.00","中国学术书店","David Ulrich"
